pizzanev	darab	felvetel	kiszallitas
Lecsó	3	2006.03.24 1:44:00	2006.03.24 3:35:00
Tündi kedvence	1	2006.03.24 2:16:00	2006.03.24 2:46:00
Főnök kedvence	1	2006.03.24 2:25:00	2006.03.24 2:50:00
Pacalos	1	2006.03.24 2:49:00	2006.03.24 3:36:00
Kiadós	1	2006.03.24 3:17:00	2006.03.24 6:19:00
Tonhalas	2	2006.03.24 3:17:00	2006.03.24 5:55:00
Spencer	1	2006.03.24 3:31:00	2006.03.24 5:57:00
Kiadós	3	2006.03.24 3:42:00	2006.03.24 5:02:00
Főnök kedvence	3	2006.03.24 4:15:00	2006.03.24 4:50:00
Hercegnő	1	2006.03.24 5:02:00	2006.03.24 8:14:00
Lecsó	1	2006.03.24 5:21:00	2006.03.24 8:22:00
Röfi	1	2006.03.24 5:30:00	2006.03.24 8:18:00
Görög	2	2006.03.24 5:38:00	2006.03.24 8:38:00
Pástétomos	1	2006.03.24 5:46:00	2006.03.24 6:29:00
Gombás	1	2006.03.24 6:14:00	2006.03.24 7:20:00
Hellas	3	2006.03.24 6:24:00	2006.03.24 7:23:00
Mamma fia	1	2006.03.24 6:54:00	2006.03.24 7:46:00
Barbecue chicken	1	2006.03.24 7:26:00	2006.03.24 8:57:00
Sonkás	1	2006.03.24 7:26:00	2006.03.24 9:38:00
Kolbászos	1	2006.03.24 8:10:00	2006.03.24 8:58:00
Rettenetes magyar	3	2006.03.24 8:31:00	2006.03.24 9:12:00
Nikó	1	2006.03.24 8:33:00	2006.03.24 10:03:00
Törperős	1	2006.03.24 9:12:00	2006.03.24 11:09:00
Mexikói	1	2006.03.24 10:02:00	2006.03.24 10:42:00
Caribi	1	2006.03.24 10:07:00	2006.03.24 10:59:00
Mixi	1	2006.03.24 10:09:00	2006.03.24 12:20:00
Hercegnő	1	2006.03.24 10:19:00	2006.03.24 13:07:00
Nyuszó-Muszó	1	2006.03.24 10:28:00	2006.03.24 12:02:00
HamAndEggs	3	2006.03.24 10:43:00	2006.03.24 13:24:00
Tenger gyümölcsei	1	2006.03.24 11:27:00	2006.03.24 12:59:00
Nyuszó-Muszó	1	2006.03.24 12:21:00	2006.03.24 15:24:00
Son-go-ku	1	2006.03.24 12:57:00	2006.03.24 13:54:00
Főnök kedvence	1	2006.03.24 13:28:00	2006.03.24 15:21:00
Betyáros	1	2006.03.24 14:14:00	2006.03.24 16:14:00
Hercegnő	1	2006.03.24 14:39:00	2006.03.24 16:53:00
Babos	1	2006.03.24 15:06:00	2006.03.24 16:03:00
Főnök kedvence	1	2006.03.24 15:23:00	2006.03.24 18:05:00
Kolbászos	1	2006.03.24 16:11:00	2006.03.24 16:32:00
Ilike	1	2006.03.24 16:39:00	2006.03.24 18:02:00
Pásztor	1	2006.03.24 17:30:00	2006.03.24 19:50:00
Hawaii	3	2006.03.24 18:10:00	2006.03.24 19:21:00
Mexikói	1	2006.03.24 18:27:00	2006.03.24 20:03:00
Gino	1	2006.03.24 18:49:00	2006.03.24 21:17:00
Country	1	2006.03.24 19:16:00	2006.03.24 20:49:00
Áfonyás	3	2006.03.24 19:54:00	2006.03.24 22:26:00
Mixi	1	2006.03.24 19:56:00	2006.03.24 20:24:00
Nikó	1	2006.03.24 20:33:00	2006.03.24 23:03:00
Frankfurti	1	2006.03.24 21:28:00	2006.03.24 22:34:00
Ilike	1	2006.03.24 22:01:00	2006.03.25 0:03:00
Máj Fair Lady	1	2006.03.24 22:55:00	2006.03.25 0:36:00
Törperős	1	2006.03.24 23:13:00	2006.03.25 0:27:00
Sajtos	1	2006.03.24 23:39:00	2006.03.25 2:10:00
Kolbászos	2	2006.03.25 0:12:00	2006.03.25 0:54:00
Spencer	1	2006.03.25 0:23:00	2006.03.25 1:09:00
Mixi	3	2006.03.25 0:39:00	2006.03.25 3:35:00
Gino	1	2006.03.25 1:04:00	2006.03.25 2:18:00
Áfonyás	3	2006.03.25 1:44:00	2006.03.25 2:25:00
Jobbágy	1	2006.03.25 2:30:00	2006.03.25 5:05:00
Görög	2	2006.03.25 2:36:00	2006.03.25 5:22:00
Hellas	2	2006.03.25 2:37:00	2006.03.25 4:07:00
Ínyenc	1	2006.03.25 3:27:00	2006.03.25 5:50:00
Tonhalas	3	2006.03.25 3:59:00	2006.03.25 5:54:00
Pásztor	2	2006.03.25 4:44:00	2006.03.25 5:15:00
Gyros pizza	1	2006.03.25 5:38:00	2006.03.25 7:36:00
Kiadós	1	2006.03.25 6:10:00	2006.03.25 7:58:00
Erdő kapitánya	1	2006.03.25 6:47:00	2006.03.25 9:33:00
Máj Fair Lady	1	2006.03.25 7:22:00	2006.03.25 8:04:00
Lecsó	1	2006.03.25 7:39:00	2006.03.25 8:32:00
HamAndEggs	1	2006.03.25 8:21:00	2006.03.25 8:54:00
Hercegnő	1	2006.03.25 9:13:00	2006.03.25 9:52:00
Mixi	1	2006.03.25 9:43:00	2006.03.25 11:47:00
Jázmin álma	1	2006.03.25 10:10:00	2006.03.25 13:09:00
Mamma fia	1	2006.03.25 11:04:00	2006.03.25 14:14:00
Gino	1	2006.03.25 11:10:00	2006.03.25 12:35:00
Hellas	1	2006.03.25 12:03:00	2006.03.25 13:53:00
Kagylós	1	2006.03.25 12:58:00	2006.03.25 15:34:00
Frankfurti	1	2006.03.25 13:01:00	2006.03.25 15:57:00
Szalámis	1	2006.03.25 13:40:00	2006.03.25 15:35:00
Sajtos	1	2006.03.25 13:56:00	2006.03.25 16:03:00
Rettenetes magyar	1	2006.03.25 14:00:00	2006.03.25 16:21:00
Szalámis	2	2006.03.25 14:35:00	2006.03.25 16:37:00
HamAndEggs	1	2006.03.25 15:09:00	2006.03.25 18:05:00
Country	1	2006.03.25 15:36:00	2006.03.25 18:16:00
Kagylós	3	2006.03.25 16:27:00	2006.03.25 17:02:00
Kagylós	1	2006.03.25 17:07:00	2006.03.25 17:51:00
Szalámis	1	2006.03.25 18:00:00	2006.03.25 19:57:00
Hamm	1	2006.03.25 18:20:00	2006.03.25 20:57:00
Nyuszó-Muszó	1	2006.03.25 19:03:00	2006.03.25 20:09:00
Csabesz	1	2006.03.25 19:42:00	2006.03.25 20:04:00
Mamma fia	1	2006.03.25 20:04:00	2006.03.25 21:09:00
Pásztor	1	2006.03.25 20:11:00	2006.03.25 20:32:00
Juhtúrós	1	2006.03.25 20:56:00	2006.03.25 23:50:00
Francia	1	2006.03.25 21:00:00	2006.03.25 22:06:00
Quattro	1	2006.03.25 21:11:00	2006.03.25 23:25:00
Füstös	1	2006.03.25 21:31:00	2006.03.26 0:19:00
Tenger gyümölcsei	1	2006.03.25 22:16:00	2006.03.26 0:31:00
Spanyol	3	2006.03.25 22:48:00	2006.03.26 1:03:00
Son-go-ku	1	2006.03.25 23:30:00	2006.03.26 2:20:00
Nikó	1	2006.03.25 23:35:00	2006.03.26 1:16:00
Csabesz	1	2006.03.25 23:52:00	2006.03.26 2:07:00
Nordic	2	2006.03.26 0:05:00	2006.03.26 3:04:00
Szőke kapitány	1	2006.03.26 0:11:00	2006.03.26 1:05:00
Pipis	1	2006.03.26 1:01:00	2006.03.26 2:59:00
Juhtúrós	1	2006.03.26 1:33:00	2006.03.26 4:32:00
Szardíniás	1	2006.03.26 1:41:00	2006.03.26 3:08:00
Ráki	1	2006.03.26 1:41:00	2006.03.26 3:04:00
Kétszínű	1	2006.03.26 2:00:00	2006.03.26 4:32:00
Sonkás	1	2006.03.26 2:50:00	2006.03.26 5:08:00
Szardíniás	1	2006.03.26 3:24:00	2006.03.26 4:54:00
Áfonyás	1	2006.03.26 4:16:00	2006.03.26 5:24:00
Erős János	1	2006.03.26 4:28:00	2006.03.26 6:12:00
Country	1	2006.03.26 4:59:00	2006.03.26 6:48:00
Hawaii	1	2006.03.26 5:40:00	2006.03.26 6:09:00
Lagúna	1	2006.03.26 5:52:00	2006.03.26 8:51:00
Szerzetes	1	2006.03.26 6:39:00	2006.03.26 9:43:00
Szalámis	3	2006.03.26 7:04:00	2006.03.26 8:41:00
Kiadós	2	2006.03.26 7:10:00	2006.03.26 10:19:00
Főnök kedvence	1	2006.03.26 7:57:00	2006.03.26 9:06:00
Pipis	1	2006.03.26 8:40:00	2006.03.26 10:44:00
Juhtúrós	3	2006.03.26 8:51:00	2006.03.26 9:12:00
Pacalos	1	2006.03.26 9:20:00	2006.03.26 12:19:00
Hercegnő	1	2006.03.26 9:47:00	2006.03.26 11:39:00
Törperős	1	2006.03.26 9:48:00	2006.03.26 11:59:00
Hamm	3	2006.03.26 9:59:00	2006.03.26 10:58:00
Magyaros	2	2006.03.26 10:55:00	2006.03.26 11:15:00
Excellent	1	2006.03.26 11:46:00	2006.03.26 14:43:00
Magvas	3	2006.03.26 12:12:00	2006.03.26 12:42:00
Jázmin álma	1	2006.03.26 12:26:00	2006.03.26 15:12:00
Pipis	1	2006.03.26 13:12:00	2006.03.26 14:13:00
Hercegnő	1	2006.03.26 13:56:00	2006.03.26 14:40:00
Ínyenc	1	2006.03.26 14:42:00	2006.03.26 17:14:00
Babos	1	2006.03.26 15:25:00	2006.03.26 18:00:00
Gino	1	2006.03.26 15:44:00	2006.03.26 16:15:00
Betyáros	2	2006.03.26 16:40:00	2006.03.26 19:27:00
Gombás	3	2006.03.26 17:26:00	2006.03.26 20:19:00
Nikó	1	2006.03.26 17:29:00	2006.03.26 19:50:00
Erdő kapitánya	1	2006.03.26 18:12:00	2006.03.26 19:59:00
Nordic	1	2006.03.26 19:00:00	2006.03.26 21:38:00
Kívánság	1	2006.03.26 19:21:00	2006.03.26 20:01:00
Tenger gyümölcsei	1	2006.03.26 19:45:00	2006.03.26 22:29:00
Rettenetes magyar	1	2006.03.26 19:53:00	2006.03.26 21:01:00
Mixi	1	2006.03.26 20:35:00	2006.03.26 21:34:00
Jázmin álma	1	2006.03.26 21:30:00	2006.03.26 22:48:00
Gino	1	2006.03.26 21:57:00	2006.03.27 0:22:00
Szardíniás	1	2006.03.26 22:14:00	2006.03.26 23:58:00
HamAndEggs	1	2006.03.26 22:55:00	2006.03.27 2:02:00
Kiadós	3	2006.03.26 22:56:00	2006.03.27 1:57:00
Góré	3	2006.03.26 23:44:00	2006.03.27 1:18:00
Király pizza	1	2006.03.27 0:07:00	2006.03.27 1:28:00
Jobbágy	1	2006.03.27 1:00:00	2006.03.27 1:25:00
Gyros pizza	1	2006.03.27 1:41:00	2006.03.27 4:29:00
Gombás	1	2006.03.27 2:27:00	2006.03.27 5:26:00
Főnök kedvence	1	2006.03.27 2:27:00	2006.03.27 3:49:00
Gino	2	2006.03.27 3:22:00	2006.03.27 5:35:00
Csupa sajt	1	2006.03.27 3:47:00	2006.03.27 6:58:00
Pástétomos	2	2006.03.27 4:44:00	2006.03.27 6:26:00
Hercegnő	1	2006.03.27 5:17:00	2006.03.27 5:56:00
Gino	2	2006.03.27 6:03:00	2006.03.27 7:34:00
Nordic	1	2006.03.27 6:36:00	2006.03.27 7:15:00
Hamm	3	2006.03.27 7:19:00	2006.03.27 8:12:00
Gino	1	2006.03.27 7:22:00	2006.03.27 8:22:00
Ráki	1	2006.03.27 7:42:00	2006.03.27 9:25:00
Maffiózó	2	2006.03.27 8:02:00	2006.03.27 9:00:00
Erős János	2	2006.03.27 8:31:00	2006.03.27 11:07:00
Tonhalas	1	2006.03.27 9:13:00	2006.03.27 11:51:00
Betyáros	2	2006.03.27 9:20:00	2006.03.27 12:05:00
Jázmin álma	1	2006.03.27 9:22:00	2006.03.27 10:14:00
Hercegnő	2	2006.03.27 9:38:00	2006.03.27 11:23:00
Pásztor	2	2006.03.27 9:53:00	2006.03.27 10:20:00
Áfonyás	1	2006.03.27 9:56:00	2006.03.27 12:00:00
Quattro	1	2006.03.27 10:42:00	2006.03.27 13:33:00
Nordic	2	2006.03.27 11:21:00	2006.03.27 13:28:00
Pástétomos	1	2006.03.27 11:33:00	2006.03.27 14:24:00
Szerzetes	1	2006.03.27 11:53:00	2006.03.27 13:11:00
Magvas	1	2006.03.27 12:33:00	2006.03.27 13:29:00
Son-go-ku	1	2006.03.27 12:50:00	2006.03.27 14:45:00
Nordic	2	2006.03.27 13:24:00	2006.03.27 14:21:00
Kétszínű	2	2006.03.27 14:07:00	2006.03.27 15:11:00
Kolbászos	1	2006.03.27 14:19:00	2006.03.27 16:11:00
Country	2	2006.03.27 14:23:00	2006.03.27 15:21:00
Erdő kapitánya	1	2006.03.27 14:46:00	2006.03.27 16:48:00
Góré	1	2006.03.27 15:27:00	2006.03.27 17:09:00
Frankfurti	1	2006.03.27 15:47:00	2006.03.27 18:24:00
Francia	2	2006.03.27 16:40:00	2006.03.27 17:41:00
Ráki	1	2006.03.27 17:17:00	2006.03.27 20:05:00
Góré	1	2006.03.27 17:57:00	2006.03.27 18:43:00
Lecsó	1	2006.03.27 18:38:00	2006.03.27 21:10:00
Mexikói	1	2006.03.27 19:08:00	2006.03.27 20:29:00
Gyros pizza	1	2006.03.27 19:54:00	2006.03.27 22:53:00
Tonhalas	1	2006.03.27 20:50:00	2006.03.27 23:54:00
Tonhalas	1	2006.03.27 21:31:00	2006.03.28 0:07:00
Tündi kedvence	1	2006.03.27 22:10:00	2006.03.28 0:44:00
Görög	1	2006.03.27 22:18:00	2006.03.28 0:34:00
Szalámis	1	2006.03.27 22:28:00	2006.03.28 0:10:00
Hawaii	1	2006.03.27 22:47:00	2006.03.28 1:08:00
Tonhalas	1	2006.03.27 22:48:00	2006.03.28 1:43:00
Tüzes halál	1	2006.03.27 23:33:00	2006.03.28 1:01:00
Hercegnő	1	2006.03.27 23:34:00	2006.03.28 1:55:00
Szardíniás	1	2006.03.27 23:58:00	2006.03.28 2:53:00
Quattro	1	2006.03.28 0:00:00	2006.03.28 1:09:00
Tüzes halál	1	2006.03.28 0:22:00	2006.03.28 2:53:00
Röfi	1	2006.03.28 0:49:00	2006.03.28 3:38:00
Tüzes halál	1	2006.03.28 1:28:00	2006.03.28 3:50:00
Country	1	2006.03.28 1:47:00	2006.03.28 4:57:00
Maffiózó	3	2006.03.28 2:04:00	2006.03.28 4:42:00
Csupa sajt	1	2006.03.28 2:42:00	2006.03.28 5:15:00
Caribi	1	2006.03.28 2:42:00	2006.03.28 4:09:00
So-ku	2	2006.03.28 3:23:00	2006.03.28 5:10:00
Pástétomos	1	2006.03.28 4:18:00	2006.03.28 6:51:00
Jázmin álma	1	2006.03.28 4:50:00	2006.03.28 6:50:00
Spanyol	2	2006.03.28 5:10:00	2006.03.28 6:17:00
Caribi	1	2006.03.28 5:33:00	2006.03.28 7:50:00
Sajtos	1	2006.03.28 6:16:00	2006.03.28 6:58:00
Jázmin álma	1	2006.03.28 6:35:00	2006.03.28 8:12:00
Gyros pizza	1	2006.03.28 7:16:00	2006.03.28 8:25:00
Máj Fair Lady	1	2006.03.28 8:06:00	2006.03.28 10:34:00
So-ku	2	2006.03.28 8:25:00	2006.03.28 11:27:00
Ilike	1	2006.03.28 8:31:00	2006.03.28 9:11:00
Kiadós	1	2006.03.28 8:40:00	2006.03.28 9:44:00
Szalámis	1	2006.03.28 9:22:00	2006.03.28 9:43:00
Spanyol	1	2006.03.28 9:52:00	2006.03.28 12:26:00
Kívánság	3	2006.03.28 10:11:00	2006.03.28 12:09:00
Góré	3	2006.03.28 10:37:00	2006.03.28 13:39:00
Jobbágy	1	2006.03.28 10:47:00	2006.03.28 12:28:00
Gino	1	2006.03.28 11:44:00	2006.03.28 14:30:00
Tündi kedvence	2	2006.03.28 11:55:00	2006.03.28 12:25:00
Jobbágy	1	2006.03.28 12:45:00	2006.03.28 15:26:00
Szalámis	1	2006.03.28 13:39:00	2006.03.28 15:43:00
Ráki	1	2006.03.28 14:02:00	2006.03.28 16:45:00
Király pizza	2	2006.03.28 14:22:00	2006.03.28 15:53:00
Tonhalas	1	2006.03.28 15:03:00	2006.03.28 17:51:00
Mamma fia	2	2006.03.28 15:12:00	2006.03.28 17:23:00
Country	1	2006.03.28 16:03:00	2006.03.28 18:51:00
Szerzetes	1	2006.03.28 16:22:00	2006.03.28 17:09:00
Szardíniás	1	2006.03.28 16:32:00	2006.03.28 18:25:00
Tündi kedvence	1	2006.03.28 16:47:00	2006.03.28 18:13:00
Maffiózó	2	2006.03.28 16:51:00	2006.03.28 17:15:00
Hellas	2	2006.03.28 17:37:00	2006.03.28 19:25:00
Nikó	3	2006.03.28 17:51:00	2006.03.28 20:35:00
Jobbágy	1	2006.03.28 17:54:00	2006.03.28 20:23:00
Pacalos	2	2006.03.28 18:22:00	2006.03.28 19:59:00
Gino	1	2006.03.28 18:29:00	2006.03.28 19:42:00
Röfi	1	2006.03.28 18:39:00	2006.03.28 20:06:00
Kagylós	1	2006.03.28 19:10:00	2006.03.28 20:16:00
Főnök kedvence	3	2006.03.28 19:16:00	2006.03.28 20:31:00
Son-go-ku	1	2006.03.28 19:34:00	2006.03.28 21:00:00
Babos	3	2006.03.28 19:49:00	2006.03.28 22:24:00
Magyaros	1	2006.03.28 20:00:00	2006.03.28 21:01:00
Kiadós	1	2006.03.28 20:26:00	2006.03.28 21:27:00
Tonhalas	1	2006.03.28 21:10:00	2006.03.28 23:09:00
Jázmin álma	1	2006.03.28 21:11:00	2006.03.28 23:37:00
Király pizza	1	2006.03.28 21:16:00	2006.03.28 23:27:00
Szalámis	1	2006.03.28 21:17:00	2006.03.28 22:02:00
Pástétomos	2	2006.03.28 21:58:00	2006.03.29 0:22:00
Gino	1	2006.03.28 22:00:00	2006.03.29 0:52:00
Ráki	1	2006.03.28 22:34:00	2006.03.29 1:39:00
Quattro	1	2006.03.28 22:56:00	2006.03.28 23:30:00
Mixi	1	2006.03.28 23:24:00	2006.03.29 2:29:00
Barbecue chicken	1	2006.03.29 0:11:00	2006.03.29 0:59:00
Gyros pizza	1	2006.03.29 0:39:00	2006.03.29 2:01:00
Jázmin álma	1	2006.03.29 1:25:00	2006.03.29 2:58:00
Tündi kedvence	1	2006.03.29 1:26:00	2006.03.29 2:13:00
Nikó	3	2006.03.29 1:40:00	2006.03.29 2:29:00
Mixi	1	2006.03.29 1:49:00	2006.03.29 3:31:00
Nyuszó-Muszó	2	2006.03.29 2:02:00	2006.03.29 3:38:00
Gombás	1	2006.03.29 2:30:00	2006.03.29 3:54:00
Excellent	1	2006.03.29 3:26:00	2006.03.29 3:59:00
Mixi	3	2006.03.29 3:28:00	2006.03.29 6:10:00
Nyuszó-Muszó	3	2006.03.29 4:17:00	2006.03.29 6:38:00
Mamma fia	3	2006.03.29 4:25:00	2006.03.29 4:51:00
Mamma fia	1	2006.03.29 4:39:00	2006.03.29 6:31:00
Máj Fair Lady	3	2006.03.29 5:24:00	2006.03.29 6:54:00
Kagylós	1	2006.03.29 5:49:00	2006.03.29 8:25:00
Jázmin álma	1	2006.03.29 5:57:00	2006.03.29 7:56:00
Mixi	2	2006.03.29 6:49:00	2006.03.29 8:29:00
Barbecue chicken	1	2006.03.29 7:02:00	2006.03.29 9:20:00
Lecsó	1	2006.03.29 7:56:00	2006.03.29 8:24:00
Erős János	3	2006.03.29 8:06:00	2006.03.29 8:47:00
Quattro	1	2006.03.29 8:48:00	2006.03.29 11:57:00
Magvas	1	2006.03.29 9:36:00	2006.03.29 12:13:00
Juhtúrós	1	2006.03.29 10:22:00	2006.03.29 11:12:00
Lecsó	2	2006.03.29 10:23:00	2006.03.29 11:15:00
Excellent	1	2006.03.29 10:53:00	2006.03.29 13:00:00
Frankfurti	1	2006.03.29 11:27:00	2006.03.29 12:55:00
Kívánság	1	2006.03.29 12:05:00	2006.03.29 13:09:00
Gino	1	2006.03.29 13:00:00	2006.03.29 13:27:00
Máj Fair Lady	1	2006.03.29 13:32:00	2006.03.29 16:29:00
Magvas	1	2006.03.29 13:38:00	2006.03.29 14:12:00
So-ku	3	2006.03.29 13:50:00	2006.03.29 14:29:00
Szalámis	1	2006.03.29 14:35:00	2006.03.29 15:05:00
So-ku	1	2006.03.29 14:44:00	2006.03.29 17:05:00
Pásztor	1	2006.03.29 15:01:00	2006.03.29 18:00:00
Törperős	3	2006.03.29 15:21:00	2006.03.29 16:00:00
Hamm	1	2006.03.29 15:46:00	2006.03.29 17:27:00
Magyaros	1	2006.03.29 16:27:00	2006.03.29 18:41:00
Szerzetes	2	2006.03.29 17:06:00	2006.03.29 17:33:00
Betyáros	1	2006.03.29 17:13:00	2006.03.29 17:59:00
Lecsó	1	2006.03.29 18:00:00	2006.03.29 19:38:00
Máj Fair Lady	1	2006.03.29 18:41:00	2006.03.29 19:19:00
Ínyenc	1	2006.03.29 18:48:00	2006.03.29 20:42:00
Excellent	1	2006.03.29 19:43:00	2006.03.29 21:57:00
Hamm	1	2006.03.29 20:11:00	2006.03.29 21:10:00
Hawaii	1	2006.03.29 20:32:00	2006.03.29 21:41:00
Francia	2	2006.03.29 20:47:00	2006.03.29 21:37:00
Ínyenc	1	2006.03.29 21:42:00	2006.03.29 23:14:00
Lecsó	1	2006.03.29 22:01:00	2006.03.29 23:01:00
Mixi	1	2006.03.29 22:43:00	2006.03.30 1:30:00
Caribi	1	2006.03.29 23:29:00	2006.03.30 2:26:00
Máj Fair Lady	1	2006.03.29 23:58:00	2006.03.30 0:23:00
Jázmin álma	2	2006.03.30 0:24:00	2006.03.30 1:43:00
Country	1	2006.03.30 0:39:00	2006.03.30 2:09:00
Füstös	1	2006.03.30 0:56:00	2006.03.30 3:49:00
Csabesz	1	2006.03.30 1:24:00	2006.03.30 1:55:00
Vega	1	2006.03.30 2:15:00	2006.03.30 4:38:00
Gino	3	2006.03.30 2:30:00	2006.03.30 3:20:00
Hercegnő	2	2006.03.30 3:22:00	2006.03.30 6:20:00
Mixi	1	2006.03.30 3:50:00	2006.03.30 4:22:00
Juhtúrós	1	2006.03.30 4:29:00	2006.03.30 6:36:00
Nikó	1	2006.03.30 4:49:00	2006.03.30 6:04:00
Francia	3	2006.03.30 5:17:00	2006.03.30 8:25:00
Pásztor	1	2006.03.30 5:27:00	2006.03.30 7:07:00
So-ku	1	2006.03.30 5:38:00	2006.03.30 7:15:00
Pástétomos	1	2006.03.30 5:57:00	2006.03.30 7:26:00
Pástétomos	1	2006.03.30 6:46:00	2006.03.30 7:22:00
Jázmin álma	1	2006.03.30 7:30:00	2006.03.30 8:58:00
Pacalos	2	2006.03.30 8:28:00	2006.03.30 10:59:00
Szardíniás	1	2006.03.30 9:17:00	2006.03.30 12:06:00
Mamma fia	3	2006.03.30 10:04:00	2006.03.30 12:28:00
Betyáros	1	2006.03.30 10:18:00	2006.03.30 11:06:00
Szőke kapitány	1	2006.03.30 11:05:00	2006.03.30 13:13:00
Babos	1	2006.03.30 11:33:00	2006.03.30 12:25:00
Kiadós	1	2006.03.30 11:42:00	2006.03.30 12:52:00
Kagylós	3	2006.03.30 11:51:00	2006.03.30 12:26:00
Vega	1	2006.03.30 12:46:00	2006.03.30 15:41:00
Főnök kedvence	1	2006.03.30 13:20:00	2006.03.30 15:56:00
Hellas	1	2006.03.30 13:40:00	2006.03.30 16:38:00
Spanyol	2	2006.03.30 13:49:00	2006.03.30 14:26:00
Babos	1	2006.03.30 13:50:00	2006.03.30 16:10:00
Magyaros	1	2006.03.30 14:38:00	2006.03.30 17:11:00
Son-go-ku	1	2006.03.30 15:32:00	2006.03.30 18:03:00
Pacalos	1	2006.03.30 16:25:00	2006.03.30 17:29:00
Nyuszó-Muszó	2	2006.03.30 16:44:00	2006.03.30 17:34:00
Szőke kapitány	3	2006.03.30 16:59:00	2006.03.30 19:10:00
Pástétomos	1	2006.03.30 17:01:00	2006.03.30 18:56:00
Country	1	2006.03.30 17:33:00	2006.03.30 18:24:00
Country	1	2006.03.30 18:00:00	2006.03.30 20:50:00
Kolbászos	1	2006.03.30 18:54:00	2006.03.30 21:37:00
Zöldike	1	2006.03.30 19:50:00	2006.03.30 20:28:00
Magyaros	1	2006.03.30 20:10:00	2006.03.30 20:47:00
Kétszínű	3	2006.03.30 21:00:00	2006.03.30 23:05:00
Görög	3	2006.03.30 21:06:00	2006.03.30 23:42:00
Mamma fia	1	2006.03.30 21:57:00	2006.03.30 22:57:00
Betyáros	1	2006.03.30 22:50:00	2006.03.31 1:11:00
Ínyenc	1	2006.03.30 23:47:00	2006.03.31 2:59:00
Törperős	2	2006.03.31 0:11:00	2006.03.31 1:52:00
Góré	3	2006.03.31 0:32:00	2006.03.31 1:12:00
Ráki	1	2006.03.31 0:46:00	2006.03.31 3:35:00
Nikó	1	2006.03.31 0:59:00	2006.03.31 1:44:00
Lagúna	1	2006.03.31 1:13:00	2006.03.31 1:36:00
Szardíniás	1	2006.03.31 2:02:00	2006.03.31 2:54:00
Ilike	1	2006.03.31 2:28:00	2006.03.31 3:25:00
Görög	1	2006.03.31 2:59:00	2006.03.31 5:49:00
Popey	2	2006.03.31 3:33:00	2006.03.31 4:49:00
Babos	1	2006.03.31 4:13:00	2006.03.31 5:16:00
Hawaii	1	2006.03.31 4:36:00	2006.03.31 6:26:00
Lecsó	1	2006.03.31 4:38:00	2006.03.31 7:46:00
Kétszínű	3	2006.03.31 4:50:00	2006.03.31 6:23:00
Spanyol	3	2006.03.31 5:17:00	2006.03.31 7:41:00
Frankfurti	3	2006.03.31 5:47:00	2006.03.31 7:13:00
Juhtúrós	3	2006.03.31 6:09:00	2006.03.31 8:29:00
Erős János	3	2006.03.31 6:21:00	2006.03.31 9:15:00
Juhtúrós	1	2006.03.31 7:06:00	2006.03.31 10:07:00
Juhtúrós	1	2006.03.31 7:58:00	2006.03.31 11:07:00
Nikó	1	2006.03.31 8:26:00	2006.03.31 9:27:00
Gyros pizza	1	2006.03.31 8:45:00	2006.03.31 10:45:00
Tenger gyümölcsei	1	2006.03.31 9:05:00	2006.03.31 11:01:00
Kagylós	1	2006.03.31 9:32:00	2006.03.31 12:18:00
Hamm	3	2006.03.31 10:26:00	2006.03.31 11:59:00
Nordic	1	2006.03.31 11:07:00	2006.03.31 12:36:00
Mixi	1	2006.03.31 11:33:00	2006.03.31 13:15:00
Pacalos	1	2006.03.31 12:07:00	2006.03.31 14:07:00
Nyuszó-Muszó	1	2006.03.31 12:43:00	2006.03.31 15:15:00
Nordic	3	2006.03.31 12:46:00	2006.03.31 14:12:00
Rettenetes magyar	2	2006.03.31 13:03:00	2006.03.31 13:25:00
Sajtos	1	2006.03.31 13:51:00	2006.03.31 16:32:00
Kagylós	3	2006.03.31 13:56:00	2006.03.31 15:30:00
Szőke kapitány	1	2006.03.31 14:05:00	2006.03.31 16:56:00
Hamm	1	2006.03.31 14:10:00	2006.03.31 16:11:00
Röfi	1	2006.03.31 14:29:00	2006.03.31 15:45:00
Áfonyás	1	2006.03.31 15:04:00	2006.03.31 15:48:00
Ilike	2	2006.03.31 15:45:00	2006.03.31 16:54:00
Nyuszó-Muszó	3	2006.03.31 16:40:00	2006.03.31 18:52:00
Tündi kedvence	1	2006.03.31 16:44:00	2006.03.31 18:09:00
Röfi	3	2006.03.31 16:50:00	2006.03.31 19:13:00
Frankfurti	1	2006.03.31 16:58:00	2006.03.31 18:23:00
Pacalos	1	2006.03.31 17:26:00	2006.03.31 19:44:00
Nyuszó-Muszó	1	2006.03.31 18:10:00	2006.03.31 19:32:00
Góré	1	2006.03.31 19:07:00	2006.03.31 20:13:00
Sajtos	1	2006.03.31 19:17:00	2006.03.31 21:54:00
Kagylós	1	2006.03.31 20:06:00	2006.03.31 21:44:00
HamAndEggs	3	2006.03.31 20:59:00	2006.03.31 23:28:00
Betyáros	1	2006.03.31 21:50:00	2006.04.01 0:19:00
Lagúna	2	2006.03.31 22:38:00	2006.04.01 1:35:00
Lagúna	3	2006.03.31 23:06:00	2006.04.01 0:08:00
Góré	1	2006.03.31 23:59:00	2006.04.01 2:52:00
Pásztor	1	2006.04.01 0:48:00	2006.04.01 2:22:00
